Name,Population,Sq Mi,X,Y,Zip Code,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,7/6/20,7/7/20,7/9/20,7/10/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/23/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/12/20,8/13/20,8/14/20,8/16/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/26/20,8/28/20,8/31/20,9/2/20,9/3/20,9/6/20,9/7/20,9/8/20,9/9/20,9/13/20,9/15/20,9/16/20,9/18/20,9/21/20,9/23/20,9/24/20,9/29/20,10/5/20,10/6/20,10/7/20,10/11/20,10/12/20,10/13/20,10/19/20,10/21/20,10/22/20,10/23/20,10/26/20,10/28/20,10/29/20,10/30/20,11/4/20,11/6/20,11/8/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/9/2020,1/6/2021,1/8/2021,1/10/2021,1/11/2021,1/12/2021,1/14/2021,1/15/2021,1/21,1/23,1/24,1/25,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/4/2021,2/6/2021,2/7/2021,2/9/2021,2/11/2021,2/16/2021,2/17/2021,2/22/2021,2/24/2021,3/2/2021,4/12/2021,4/14/2021,4/18/2021,5/9/2021,5/11/2021,5/15/2021,5/26/2021,9/3/2021,12/31/2021,1/3/2021,1/6/2022,1/10/2022,1/13/2022,1/18/2022,1/19/2022,1/21/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/31/2022,2/2/2022,2/4/2022,2/7/2022,2/10/2022,2/11/2022,2/16/2022,2/19/2022,2/25/2022,3/10/2022,3/14/2022,3/22/2022,4/7/2022,4/14/2022,5/9/2022,5/26/2022,5/31/2022,12/5/2022
South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,134,134,134,134,134,134,134,134,134,134,134,143,143,145,147,147,147,152,153,156,158,161,161,162,162,165,165,165,165,167,167,171,171,171,171,171,175,175,175,179,179,179,179,183,183,186,186,186,194,195,195,195,195,195,202,206,209,224,243,243,243,243,302,321,321,343,349,349,371,376,376,381,391,424,437,437,449,449,469,471,471,471,475,478,478,478,489,489,489,522,522,522,522,522,620,620,620,620,620,620,620,620,693,693,713,713,713,713,713,750,750,750,750,750,750,750,800,800,978,978,978,1028,1028,1028,1028,1099,1099,1099,1154,1154,1154,1154,1217,1217,1217,1217,1259,1259,1300,1300,1300,1339,1377,1551,1613,1613,1779,1811,1811,1856,1980,2831,2831,3135,3135,3135,3135,3863,3863,3863,3863,3863,3989,3989,3989,4073,4073,4073,4123,4123,4123,4123,4168,4185,4185,4209,4224,4288,4525,4842,4842,5601
South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,527,538,544,551,557,557,564,564,564,564,565,574,574,582,591,591,591,606,611,618,625,635,635,647,647,654,662,669,669,676,676,678,678,678,678,678,700,700,700,709,709,709,709,729,729,740,740,740,756,759,759,759,759,759,789,798,811,822,829,829,829,829,844,848,848,870,880,880,906,915,915,938,942,960,967,967,981,981,995,999,999,999,1017,1025,1025,1025,1071,1071,1071,1121,1121,1121,1121,1121,1256,1256,1256,1256,1256,1256,1256,1256,1378,1378,1409,1409,1409,1409,1409,1528,1528,1528,1528,1528,1528,1528,1676,1676,2225,2225,2225,2408,2408,2408,2408,2559,2559,2559,2697,2697,2697,2697,2835,2835,2835,2835,2930,2930,3008,3008,3008,3078,3138,3524,3788,3788,4405,4514,4514,4629,4964,6835,6835,7622,7622,7622,7622,9541,9541,9541,9541,9541,9904,9904,9904,10122,10122,10122,10228,10228,10228,10228,10323,10370,10370,10412,10422,10538,10986,11629,11629,13437
Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,122,122,122,122,122,122,122,122,122,122,122,132,132,136,136,136,136,143,144,144,146,149,149,153,153,157,161,163,163,166,166,167,167,167,167,167,174,174,174,180,180,180,180,187,187,188,188,188,195,195,195,195,195,195,202,204,210,215,219,219,219,219,227,228,228,239,242,242,247,248,248,253,260,272,273,273,280,280,290,292,292,292,299,300,300,300,323,323,323,355,355,355,355,355,441,441,441,441,441,441,441,441,536,536,554,554,554,554,554,615,615,615,615,615,615,615,726,726,958,958,958,1039,1039,1039,1039,1113,1113,1113,1163,1163,1163,1163,1217,1217,1217,1217,1251,1251,1289,1289,1289,1337,1356,1593,1659,1659,1849,1875,1875,1913,2033,3054,3054,3491,3491,3491,3491,4380,4380,4380,4380,4380,4539,4539,4539,4647,4647,4647,4700,4700,4700,4700,4763,4793,4793,4813,4835,4922,5183,5532,5532,6524
North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,180,180,183,184,185,185,185,185,185,186,186,186,186,187,187,187,187,190,190,192,196,198,198,200,200,203,207,210,210,210,210,211,211,211,211,211,215,215,215,215,215,215,215,220,220,221,221,221,222,222,222,222,222,222,229,230,233,236,241,241,241,241,248,251,251,261,262,262,266,268,268,277,279,285,287,287,291,291,304,305,305,305,308,311,311,311,327,327,327,339,339,339,339,339,402,402,402,402,402,402,402,402,500,500,532,532,532,532,532,593,593,593,593,593,593,593,703,703,1016,1016,1016,1106,1106,1106,1106,1208,1208,1208,1383,1282,1282,1282,1339,1339,1339,1339,1400,1400,1439,1439,1439,1473,1512,1782,1848,1848,1998,2033,2033,2064,2192,3331,3331,3716,3716,3716,3716,4652,4652,4652,4652,4652,4844,4844,4844,4996,4996,4996,5069,5069,5069,5069,5135,5157,5157,5183,5206,5276,5596,5952,5952,6949
Lackawana,18590,8.07,42.8155,-78.8112,14218,99,101,101,102,102,102,102,102,102,104,104,108,108,109,109,109,109,113,114,116,119,122,122,126,126,126,127,132,132,132,132,133,133,133,133,133,139,139,139,142,142,142,142,146,146,150,150,150,153,158,158,158,158,158,174,180,186,193,196,196,196,196,200,202,202,210,213,213,219,220,220,224,229,253,259,259,264,264,274,276,276,276,283,288,288,288,304,304,304,327,327,327,327,327,401,401,401,401,401,401,401,401,494,494,523,523,523,523,523,561,561,561,561,561,561,561,664,664,918,918,918,1021,1021,1021,1021,1116,1116,1116,1205,1205,1205,1205,1281,1281,1281,1281,1325,1325,1365,1365,1365,1385,1448,1750,1837,1837,2018,2030,2030,2048,2151,3438,3438,3653,3653,3653,3653,4419,4419,4419,4419,4419,4607,4607,4607,4706,4706,4706,4783,4783,4783,4783,4856,4880,4880,4902,4916,4968,5156,5394,5394,6282
Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,54,55,55,55,55,55,56,56,56,60,60,60,60,60,60,60,60,61,61,62,62,62,62,63,63,65,65,66,66,66,66,68,68,68,68,68,70,70,70,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,76,76,78,79,79,79,79,79,81,81,81,86,86,86,87,89,89,89,89,91,91,91,91,91,94,94,94,94,97,99,99,99,114,114,114,129,129,129,129,129,169,169,169,169,169,169,169,169,208,208,233,233,233,233,233,266,266,266,266,266,266,266,326,326,464,464,464,510,510,510,510,549,549,549,585,585,585,585,636,636,636,636,672,672,697,697,697,715,740,893,925,925,1011,1023,1023,1031,1093,1733,1733,1888,1888,1888,1888,2312,2312,2312,2312,2312,2446,2446,2446,2534,2534,2534,2589,2589,2589,2589,2614,2628,2628,2645,2649,2680,2819,2960,2960,3456
South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,123,123,123,123,123,123,123,123,123,123,123,133,133,136,136,136,136,141,142,143,143,144,144,146,146,147,147,148,148,152,152,156,156,156,156,156,159,159,159,160,160,160,160,162,162,163,163,163,163,163,163,163,163,163,167,170,170,171,172,172,172,172,177,177,177,182,185,185,188,190,190,196,199,203,206,206,210,210,219,221,221,221,231,235,235,235,252,252,252,281,281,281,281,281,345,345,345,345,345,345,345,345,433,433,459,459,459,459,459,543,543,543,543,543,543,543,659,659,999,999,999,1145,1145,1145,1145,1231,1231,1231,1323,1323,1323,1323,1425,1425,1425,1425,1502,1502,1575,1575,1575,1634,1671,1966,2040,2040,2258,2281,2281,2320,2445,3854,3854,4207,4207,4207,4207,5130,5130,5130,5130,5130,5388,5388,5388,5545,5545,5545,5616,5616,5616,5616,5691,5709,5709,5736,5751,5822,6122,6428,6428,7490
Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,422,425,426,433,435,435,440,440,440,440,440,453,453,460,463,463,463,475,476,480,482,484,484,488,488,492,498,501,501,505,505,511,511,511,511,511,519,519,519,520,520,520,520,527,527,537,537,537,549,553,553,553,553,553,561,564,568,572,577,577,577,577,590,590,590,596,601,601,610,614,614,657,658,690,707,707,721,721,732,738,738,738,758,765,765,765,814,814,814,890,890,890,890,890,1044,1044,1044,1044,1044,1044,1044,1044,1223,1223,1261,1261,1261,1261,1261,1422,1422,1422,1422,1422,1422,1422,1641,1641,2381,2381,2381,2663,2663,2663,2663,2879,2879,2879,3062,3062,3062,3062,3239,3239,3239,3239,3361,3361,3479,3479,3479,3553,3677,4219,4330,4330,4613,4641,4641,4690,4977,7595,7595,8407,8407,8407,8407,10295,10295,10295,10295,10295,10759,10759,10759,11172,11172,11172,11354,11354,11354,11354,11522,11622,11622,11679,11733,11906,12642,13477,13477,15796
Elmwood Village,12807,1.02,42.9178,-78.8747,14222,47,49,49,50,51,51,51,51,51,51,51,55,55,56,57,57,57,61,61,62,65,65,65,65,65,68,69,69,69,73,73,73,73,73,73,73,74,74,74,74,74,74,74,79,79,79,79,79,82,82,82,82,82,82,82,82,82,84,91,91,91,91,105,104,104,106,107,107,116,116,116,119,122,127,130,130,141,141,147,149,149,149,165,170,170,170,186,186,186,207,207,207,207,207,252,252,252,252,252,252,252,252,302,302,314,314,314,314,314,351,351,351,351,351,351,351,398,398,524,524,524,556,556,556,556,603,603,603,639,639,639,639,677,677,677,677,705,705,728,728,728,747,771,921,960,960,1026,1034,1034,1044,1122,1686,1686,1888,1888,1888,1888,2279,2279,2279,2279,2279,2375,2375,2375,2430,2430,2430,2471,2471,2471,2471,2511,2524,2524,2551,2568,2602,2753,2913,2913,3311
South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,102,104,104,106,106,106,107,107,107,111,111,116,116,118,119,119,119,121,122,122,122,126,126,126,126,131,133,134,134,134,134,134,134,134,134,134,140,140,140,140,140,140,140,143,143,146,146,146,149,149,149,149,149,149,155,156,159,161,164,164,164,164,173,173,173,178,179,179,182,183,183,192,196,202,204,204,213,213,224,225,225,225,231,239,239,239,264,264,264,296,296,296,296,296,357,357,357,357,357,357,357,357,449,449,465,465,465,465,465,527,527,527,527,527,527,527,636,636,924,924,924,1009,1009,1009,1009,1100,1100,1100,1169,1169,1169,1169,1232,1232,1232,1232,1283,1283,1321,1321,1321,1351,1376,1621,1692,1692,1831,1849,1849,1876,2001,3168,3168,3546,3546,3546,3546,4458,4458,4458,4458,4458,4639,4639,4639,4791,4791,4791,4864,4864,4864,4864,4925,4962,4962,4985,5009,5069,5415,5770,5770,6751
West Seneca,41070,20.19,42.83744,-78.7429,14224,204,205,205,210,211,211,211,211,211,211,211,216,216,221,224,224,224,231,232,235,237,238,238,242,242,245,248,249,249,250,250,250,250,250,250,250,254,254,254,256,256,256,256,261,261,265,265,265,272,273,273,273,273,273,281,283,289,292,294,294,294,294,306,304,304,319,323,323,332,336,336,339,342,352,355,355,363,363,372,374,374,374,391,395,395,395,423,423,423,474,474,474,474,474,607,607,607,607,607,607,607,607,794,794,843,843,843,843,843,1030,1030,1030,1030,1030,1030,1030,1275,1275,1917,1917,1917,2112,2112,2112,2112,2264,2264,2264,2406,2406,2406,2406,2554,2554,2554,2554,2713,2713,2843,2843,2843,2957,3060,3711,3871,3871,4143,4176,4176,4222,4470,6937,6937,7620,7620,7620,7620,9198,9198,9198,9198,9198,9572,9572,9572,9832,9832,9832,9983,9983,9983,9983,10084,10133,10133,10180,10206,10327,10906,11497,11497,13089
Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,211,211,211,215,218,218,224,224,224,225,226,226,226,232,233,233,233,243,247,250,253,253,253,254,254,255,257,260,260,262,262,263,263,263,263,263,267,267,267,270,270,270,270,276,276,277,277,277,282,284,284,284,284,284,297,302,304,308,311,311,311,311,313,315,315,326,327,327,337,342,342,349,352,357,360,360,366,366,373,375,375,375,385,392,392,392,423,423,423,457,457,457,457,457,571,571,571,571,571,571,571,571,719,719,746,746,746,746,746,856,856,856,856,856,856,856,1056,1056,1658,1658,1658,1806,1806,1806,1806,1932,1932,1932,2024,2024,2024,2024,2141,2141,2141,2141,2214,2214,2284,2284,2284,2339,2416,2824,2976,2976,3300,3357,3357,3402,3609,5363,5363,5905,5905,5905,5905,7392,7392,7392,7392,7392,7738,7738,7738,7942,7942,7942,8066,8066,8066,8066,8172,8213,8213,8248,8272,8355,8858,9386,9386,10928
Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,142,142,142,142,142,142,142,142,142,142,142,160,160,164,164,164,164,172,172,174,177,180,180,183,183,185,187,190,190,192,192,195,195,195,195,195,202,202,202,204,204,204,204,211,211,212,212,212,214,214,214,214,214,214,235,241,250,256,262,262,262,262,274,275,275,286,291,291,304,308,308,324,328,342,344,344,350,350,358,358,358,358,364,365,365,365,395,395,395,437,437,437,437,437,535,535,535,535,535,535,535,535,637,637,659,659,659,659,659,737,737,737,737,737,737,737,849,849,1216,1216,1216,1338,1338,1338,1338,1437,1437,1437,1501,1501,1501,1501,1563,1563,1563,1563,1611,1611,1677,1677,1677,1750,1791,2051,2138,2138,2343,2378,2378,2410,2571,3928,3928,4422,4422,4422,4422,5553,5553,5553,5553,5553,5784,5784,5784,5964,5964,5964,6058,6058,6058,6058,6138,6173,6173,6193,6223,6318,6706,7210,7210,8449
Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,225,230,230,230,230,230,233,233,233,238,238,244,244,246,248,248,248,251,252,255,256,256,256,256,256,258,260,263,263,263,263,265,265,265,265,265,268,268,268,268,268,268,268,277,277,280,280,280,280,282,282,282,282,282,295,300,303,308,309,309,309,309,317,317,317,323,325,325,333,335,335,340,342,349,349,349,354,354,363,365,365,365,372,373,373,373,388,388,388,408,408,408,408,408,470,470,470,470,470,470,470,470,588,588,618,618,618,618,618,707,707,707,707,707,707,707,838,838,1310,1310,1310,1435,1435,1435,1435,1527,1527,1527,1581,1581,1581,1581,1654,1654,1654,1654,1707,1707,1756,1756,1756,1789,1840,2133,2227,2227,2399,2421,2421,2444,2583,3770,3770,4051,4051,4051,4051,4927,4927,4927,4927,4927,5155,5155,5155,5284,5284,5284,5351,5351,5351,5351,5416,5442,5442,5462,5472,5521,5892,6257,6257,7365
North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,90,92,92,92,92,92,92,92,92,92,92,99,99,100,101,101,101,112,114,117,121,125,125,126,126,128,128,130,130,135,135,137,137,137,137,137,140,140,140,140,140,140,140,140,140,141,141,141,143,143,143,143,143,143,148,149,151,151,151,151,151,151,156,161,161,178,192,192,208,218,218,231,242,262,270,270,289,289,298,301,301,301,315,317,317,317,346,346,346,406,406,406,406,406,478,478,478,478,478,478,478,478,552,552,571,571,571,571,571,627,627,627,627,627,627,627,712,712,999,999,999,1111,1111,1111,1111,1199,1199,1199,1267,1267,1267,1267,1325,1325,1325,1325,1371,1371,1419,1419,1419,1460,1521,1771,1841,1841,2002,2025,2025,2052,2175,3213,3213,3543,3543,3543,3543,4309,4309,4309,4309,4309,4469,4469,4469,4634,4634,4634,4698,4698,4698,4698,4760,4797,4797,4812,4824,4876,5145,5496,5496,6365
UB North Campus (Amherst),1670,0.97,,,14260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,18,25,25,26,32,32,49,60,73,78,78,80,80,80,80,80,80,80,81,81,81,80,80,80,83,83,83,83,83,92,92,92,92,92,92,92,92,97,97,97,97,97,97,97,99,99,99,99,99,99,99,98,98,107,107,107,107,107,107,107,108,108,108,111,111,111,111,111,111,111,111,111,111,113,113,113,121,138,160,162,162,166,171,171,171,173,219,219,222,222,222,222,242,242,242,242,242,243,243,243,244,244,244,244,244,244,244,246,247,247,247,247,247,248,252,252,253
