,Name,Population,Sq Mi,X,Y,Zip Code,Date,Total Case
5171,Hamburg,43111,38.97,42.716,-78.82434,14075,10/19/20,365
5172,Holland,4460,50.61,42.6405,-78.5435,14080,10/19/20,31
5173,Irving,3204,40.63,42.4617,-79.027,14081,10/19/20,8
5174,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/19/20,46
5175,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/19/20,340
5176,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/19/20,3
5177,Marilla,1244,4.86,42.8368,-78.5573,14102,10/19/20,11
5178,North Collins,3482,32.93,42.581,-78.8707,14111,10/19/20,33
5179,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/19/20,320
5180,Sardinia,139,2.42,42.5276,-78.5045,14134,10/19/20,1
5181,South Wales,2371,23.28,42.69757,-78.5433,14139,10/19/20,6
5182,Springville,7799,73.22,42.5329,-78.7157,14141,10/19/20,54
5183,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/19/20,0
5184,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/19/20,382
5185,West Falls,2270,13.31,42.7087,-78.6647,14170,10/19/20,10
5186,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/19/20,317
5187,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/19/20,52
5188,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/19/20,34
5189,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/19/20,207
5190,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/19/20,231
5191,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/19/20,626
5192,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/19/20,310
5193,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/19/20,287
5194,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/19/20,163
5195,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/19/20,474
5196,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/19/20,209
5197,West Side,26700,2.82,42.9166,-78.8919,14213,10/19/20,555
5198,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/19/20,469
5199,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/19/20,995
5200,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/19/20,290
5201,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/19/20,304
5202,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/19/20,274
5203,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/19/20,94
5204,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/19/20,219
5205,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/19/20,732
5206,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/19/20,147
5207,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/19/20,224
5208,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/19/20,372
5209,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/19/20,373
5210,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/19/20,358
5211,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/19/20,363
5212,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/19/20,298
5213,UB North Campus (Amherst),1670,0.97,,,14260,10/19/20,80
5214,Akron,9549,59.61,43.0414,-78.4963,14001,10/21/20,51
5215,Alden,12851,46.68,42.894668,-78.4833,14004,10/21/20,91
5216,Angola,10113,28.86,42.6361,-79.02794,14006,10/21/20,59
5217,Basom,1923,41.17,43.0811,-78.4012,14013,10/21/20,0
5218,Boston,3060,23.54,42.6214,-78.7217,14025,10/21/20,19
5219,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/21/20,7
5220,Chaffee,1867,20.9,42.5737,-78.507,14030,10/21/20,3
5221,Clarence,10145,20.83,42.993,-78.607,14031,10/21/20,110
5222,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/21/20,83
5223,Colden,2396,19.96,42.6521,-78.6869,14033,10/21/20,5
5224,Collins,1922,26.0,42.49089,-78.8573,14034,10/21/20,7
5225,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/21/20,1
5226,Depew,25714,9.15,42.89925,-78.70735,14043,10/21/20,173
5227,Derby,6463,12.32,42.69266,-78.9934,14047,10/21/20,27
5228,East Amherst,20690,16.19,43.0442,-78.695,14051,10/21/20,179
5229,East Aurora,17482,62.71,42.775,-78.5753,14052,10/21/20,309
5230,East Concord,1312,29.7,42.5468,-78.5954,14055,10/21/20,3
5231,Eden,7934,48.1,42.652283,-78.89698,14057,10/21/20,87
5232,Elma,9381,26.72,42.8255,-78.62666,14059,10/21/20,64
5233,Getzville,8374,3.8,43.0269,-78.762,14068,10/21/20,213
5234,Glenwood,678,5.42,42.6057,-78.6191,14069,10/21/20,4
5235,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/21/20,21
5236,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/21/20,188
5237,Hamburg,43111,38.97,42.716,-78.82434,14075,10/21/20,369
5238,Holland,4460,50.61,42.6405,-78.5435,14080,10/21/20,31
5239,Irving,3204,40.63,42.4617,-79.027,14081,10/21/20,8
5240,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/21/20,46
5241,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/21/20,343
5242,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/21/20,4
5243,Marilla,1244,4.86,42.8368,-78.5573,14102,10/21/20,11
5244,North Collins,3482,32.93,42.581,-78.8707,14111,10/21/20,33
5245,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/21/20,318
5246,Sardinia,139,2.42,42.5276,-78.5045,14134,10/21/20,1
5247,South Wales,2371,23.28,42.69757,-78.5433,14139,10/21/20,6
5248,Springville,7799,73.22,42.5329,-78.7157,14141,10/21/20,56
5249,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/21/20,0
5250,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/21/20,386
5251,West Falls,2270,13.31,42.7087,-78.6647,14170,10/21/20,10
5252,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/21/20,318
5253,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/21/20,54
5254,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/21/20,35
5255,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/21/20,207
5256,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/21/20,232
5257,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/21/20,626
5258,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/21/20,311
5259,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/21/20,288
5260,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/21/20,165
5261,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/21/20,476
5262,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/21/20,219
5263,West Side,26700,2.82,42.9166,-78.8919,14213,10/21/20,557
5264,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/21/20,471
5265,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/21/20,999
5266,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/21/20,292
5267,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/21/20,305
5268,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/21/20,276
5269,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/21/20,94
5270,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/21/20,221
5271,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/21/20,738
5272,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/21/20,149
5273,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/21/20,225
5274,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/21/20,374
5275,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/21/20,375
5276,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/21/20,358
5277,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/21/20,365
5278,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/21/20,301
5279,UB North Campus (Amherst),1670,0.97,,,14260,10/21/20,80
5280,Akron,9549,59.61,43.0414,-78.4963,14001,10/22/20,51
5281,Alden,12851,46.68,42.894668,-78.4833,14004,10/22/20,91
5282,Angola,10113,28.86,42.6361,-79.02794,14006,10/22/20,59
5283,Basom,1923,41.17,43.0811,-78.4012,14013,10/22/20,0
5284,Boston,3060,23.54,42.6214,-78.7217,14025,10/22/20,19
5285,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/22/20,7
5286,Chaffee,1867,20.9,42.5737,-78.507,14030,10/22/20,3
5287,Clarence,10145,20.83,42.993,-78.607,14031,10/22/20,110
5288,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/22/20,83
5289,Colden,2396,19.96,42.6521,-78.6869,14033,10/22/20,5
5290,Collins,1922,26.0,42.49089,-78.8573,14034,10/22/20,7
5291,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/22/20,1
5292,Depew,25714,9.15,42.89925,-78.70735,14043,10/22/20,173
5293,Derby,6463,12.32,42.69266,-78.9934,14047,10/22/20,27
5294,East Amherst,20690,16.19,43.0442,-78.695,14051,10/22/20,179
5295,East Aurora,17482,62.71,42.775,-78.5753,14052,10/22/20,309
5296,East Concord,1312,29.7,42.5468,-78.5954,14055,10/22/20,3
5297,Eden,7934,48.1,42.652283,-78.89698,14057,10/22/20,87
5298,Elma,9381,26.72,42.8255,-78.62666,14059,10/22/20,64
5299,Getzville,8374,3.8,43.0269,-78.762,14068,10/22/20,213
5300,Glenwood,678,5.42,42.6057,-78.6191,14069,10/22/20,4
5301,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/22/20,21
5302,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/22/20,188
5303,Hamburg,43111,38.97,42.716,-78.82434,14075,10/22/20,369
5304,Holland,4460,50.61,42.6405,-78.5435,14080,10/22/20,31
5305,Irving,3204,40.63,42.4617,-79.027,14081,10/22/20,8
5306,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/22/20,46
5307,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/22/20,343
5308,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/22/20,4
5309,Marilla,1244,4.86,42.8368,-78.5573,14102,10/22/20,11
5310,North Collins,3482,32.93,42.581,-78.8707,14111,10/22/20,33
5311,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/22/20,318
5312,Sardinia,139,2.42,42.5276,-78.5045,14134,10/22/20,1
5313,South Wales,2371,23.28,42.69757,-78.5433,14139,10/22/20,6
5314,Springville,7799,73.22,42.5329,-78.7157,14141,10/22/20,56
5315,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/22/20,0
5316,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/22/20,386
5317,West Falls,2270,13.31,42.7087,-78.6647,14170,10/22/20,10
5318,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/22/20,318
5319,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/22/20,54
5320,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/22/20,35
5321,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/22/20,207
5322,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/22/20,232
5323,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/22/20,626
5324,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/22/20,311
5325,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/22/20,288
5326,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/22/20,165
5327,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/22/20,476
5328,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/22/20,219
5329,West Side,26700,2.82,42.9166,-78.8919,14213,10/22/20,557
5330,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/22/20,471
5331,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/22/20,999
5332,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/22/20,292
5333,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/22/20,305
5334,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/22/20,276
5335,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/22/20,94
5336,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/22/20,221
5337,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/22/20,738
5338,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/22/20,149
5339,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/22/20,225
5340,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/22/20,374
5341,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/22/20,375
5342,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/22/20,358
5343,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/22/20,365
5344,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/22/20,301
5345,UB North Campus (Amherst),1670,0.97,,,14260,10/22/20,80
5346,Akron,9549,59.61,43.0414,-78.4963,14001,10/23/20,51
5347,Alden,12851,46.68,42.894668,-78.4833,14004,10/23/20,91
5348,Angola,10113,28.86,42.6361,-79.02794,14006,10/23/20,59
5349,Basom,1923,41.17,43.0811,-78.4012,14013,10/23/20,0
5350,Boston,3060,23.54,42.6214,-78.7217,14025,10/23/20,19
5351,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/23/20,7
5352,Chaffee,1867,20.9,42.5737,-78.507,14030,10/23/20,3
5353,Clarence,10145,20.83,42.993,-78.607,14031,10/23/20,110
5354,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/23/20,83
5355,Colden,2396,19.96,42.6521,-78.6869,14033,10/23/20,5
5356,Collins,1922,26.0,42.49089,-78.8573,14034,10/23/20,7
5357,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/23/20,1
5358,Depew,25714,9.15,42.89925,-78.70735,14043,10/23/20,173
5359,Derby,6463,12.32,42.69266,-78.9934,14047,10/23/20,27
5360,East Amherst,20690,16.19,43.0442,-78.695,14051,10/23/20,179
5361,East Aurora,17482,62.71,42.775,-78.5753,14052,10/23/20,309
5362,East Concord,1312,29.7,42.5468,-78.5954,14055,10/23/20,3
5363,Eden,7934,48.1,42.652283,-78.89698,14057,10/23/20,87
5364,Elma,9381,26.72,42.8255,-78.62666,14059,10/23/20,64
5365,Getzville,8374,3.8,43.0269,-78.762,14068,10/23/20,213
5366,Glenwood,678,5.42,42.6057,-78.6191,14069,10/23/20,4
5367,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/23/20,21
5368,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/23/20,188
5369,Hamburg,43111,38.97,42.716,-78.82434,14075,10/23/20,369
5370,Holland,4460,50.61,42.6405,-78.5435,14080,10/23/20,31
5371,Irving,3204,40.63,42.4617,-79.027,14081,10/23/20,8
5372,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/23/20,46
5373,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/23/20,343
5374,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/23/20,4
5375,Marilla,1244,4.86,42.8368,-78.5573,14102,10/23/20,11
5376,North Collins,3482,32.93,42.581,-78.8707,14111,10/23/20,33
5377,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/23/20,318
5378,Sardinia,139,2.42,42.5276,-78.5045,14134,10/23/20,1
5379,South Wales,2371,23.28,42.69757,-78.5433,14139,10/23/20,6
5380,Springville,7799,73.22,42.5329,-78.7157,14141,10/23/20,56
5381,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/23/20,0
5382,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/23/20,386
5383,West Falls,2270,13.31,42.7087,-78.6647,14170,10/23/20,10
5384,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/23/20,318
5385,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/23/20,54
5386,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/23/20,35
5387,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/23/20,207
5388,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/23/20,232
5389,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/23/20,626
5390,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/23/20,311
5391,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/23/20,288
5392,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/23/20,165
5393,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/23/20,476
5394,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/23/20,219
5395,West Side,26700,2.82,42.9166,-78.8919,14213,10/23/20,557
5396,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/23/20,471
5397,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/23/20,999
5398,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/23/20,292
5399,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/23/20,305
5400,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/23/20,276
5401,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/23/20,94
5402,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/23/20,221
5403,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/23/20,738
5404,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/23/20,149
5405,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/23/20,225
5406,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/23/20,374
5407,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/23/20,375
5408,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/23/20,358
5409,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/23/20,365
5410,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/23/20,301
5411,UB North Campus (Amherst),1670,0.97,,,14260,10/23/20,80
5412,Akron,9549,59.61,43.0414,-78.4963,14001,10/26/20,53
5413,Alden,12851,46.68,42.894668,-78.4833,14004,10/26/20,93
5414,Angola,10113,28.86,42.6361,-79.02794,14006,10/26/20,61
5415,Basom,1923,41.17,43.0811,-78.4012,14013,10/26/20,0
5416,Boston,3060,23.54,42.6214,-78.7217,14025,10/26/20,19
5417,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/26/20,7
5418,Chaffee,1867,20.9,42.5737,-78.507,14030,10/26/20,3
5419,Clarence,10145,20.83,42.993,-78.607,14031,10/26/20,115
5420,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/26/20,86
5421,Colden,2396,19.96,42.6521,-78.6869,14033,10/26/20,5
5422,Collins,1922,26.0,42.49089,-78.8573,14034,10/26/20,7
5423,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/26/20,1
5424,Depew,25714,9.15,42.89925,-78.70735,14043,10/26/20,175
5425,Derby,6463,12.32,42.69266,-78.9934,14047,10/26/20,30
5426,East Amherst,20690,16.19,43.0442,-78.695,14051,10/26/20,192
5427,East Aurora,17482,62.71,42.775,-78.5753,14052,10/26/20,311
5428,East Concord,1312,29.7,42.5468,-78.5954,14055,10/26/20,3
5429,Eden,7934,48.1,42.652283,-78.89698,14057,10/26/20,88
5430,Elma,9381,26.72,42.8255,-78.62666,14059,10/26/20,67
5431,Getzville,8374,3.8,43.0269,-78.762,14068,10/26/20,214
5432,Glenwood,678,5.42,42.6057,-78.6191,14069,10/26/20,4
5433,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/26/20,21
5434,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/26/20,194
5435,Hamburg,43111,38.97,42.716,-78.82434,14075,10/26/20,392
5436,Holland,4460,50.61,42.6405,-78.5435,14080,10/26/20,32
5437,Irving,3204,40.63,42.4617,-79.027,14081,10/26/20,10
5438,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/26/20,46
5439,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/26/20,359
5440,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/26/20,4
5441,Marilla,1244,4.86,42.8368,-78.5573,14102,10/26/20,11
5442,North Collins,3482,32.93,42.581,-78.8707,14111,10/26/20,33
5443,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/26/20,326
5444,Sardinia,139,2.42,42.5276,-78.5045,14134,10/26/20,1
5445,South Wales,2371,23.28,42.69757,-78.5433,14139,10/26/20,6
5446,Springville,7799,73.22,42.5329,-78.7157,14141,10/26/20,57
5447,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/26/20,0
5448,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/26/20,392
5449,West Falls,2270,13.31,42.7087,-78.6647,14170,10/26/20,10
5450,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/26/20,321
5451,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/26/20,55
5452,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/26/20,36
5453,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/26/20,210
5454,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/26/20,240
5455,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/26/20,636
5456,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/26/20,314
5457,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/26/20,292
5458,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/26/20,168
5459,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/26/20,484
5460,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/26/20,228
5461,West Side,26700,2.82,42.9166,-78.8919,14213,10/26/20,567
5462,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/26/20,475
5463,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/26/20,1017
5464,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/26/20,299
5465,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/26/20,308
5466,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/26/20,283
5467,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/26/20,97
5468,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/26/20,231
5469,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/26/20,758
5470,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/26/20,165
5471,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/26/20,231
5472,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/26/20,391
5473,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/26/20,385
5474,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/26/20,364
5475,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/26/20,372
5476,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/26/20,315
5477,UB North Campus (Amherst),1670,0.97,,,14260,10/26/20,80
5478,Akron,9549,59.61,43.0414,-78.4963,14001,10/28/20,54
