,Name,Population,Sq Mi,X,Y,Zip Code,Date,Average Daily
4073,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,9/7/20,4.857142857142857
4074,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,9/7/20,0.8571428571428571
4075,West Side,26700,2.82,42.9166,-78.8919,14213,9/7/20,3.2857142857142856
4076,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,9/7/20,5.857142857142858
4077,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,9/7/20,5.7142857142857135
4078,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,9/7/20,2.4285714285714284
4079,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,9/7/20,1.7142857142857142
4080,Lackawana,18590,8.07,42.8155,-78.8112,14218,9/7/20,3.1428571428571432
4081,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,9/7/20,0.42857142857142855
4082,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,9/7/20,0.7142857142857143
4083,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,9/7/20,2.2857142857142856
4084,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,9/7/20,1.2857142857142858
4085,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,9/7/20,1.2857142857142858
4086,West Seneca,41070,20.19,42.83744,-78.7429,14224,9/7/20,1.8571428571428568
4087,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,9/7/20,2.0
4088,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,9/7/20,3.8571428571428568
4089,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,9/7/20,2.0
4090,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,9/7/20,0.42857142857142855
4091,UB North Campus (Amherst),1670,0.97,,,14260,9/7/20,0.0
4092,Akron,9549,59.61,43.0414,-78.4963,14001,9/8/20,0.14285714285714285
4093,Alden,12851,46.68,42.894667999999996,-78.4833,14004,9/8/20,0.42857142857142855
4094,Angola,10113,28.86,42.6361,-79.02794,14006,9/8/20,1.0
4095,Basom,1923,41.17,43.0811,-78.4012,14013,9/8/20,0.0
4096,Boston,3060,23.54,42.6214,-78.7217,14025,9/8/20,0.2857142857142857
4097,Bowmansville,910,0.79,42.9441,-78.6867,14026,9/8/20,0.14285714285714285
4098,Chaffee,1867,20.9,42.5737,-78.507,14030,9/8/20,0.0
4099,Clarence,10145,20.83,42.993,-78.607,14031,9/8/20,0.7142857142857143
4100,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,9/8/20,1.7142857142857142
4101,Colden,2396,19.96,42.6521,-78.6869,14033,9/8/20,0.14285714285714285
4102,Collins,1922,26.0,42.49089,-78.8573,14034,9/8/20,0.0
4103,Cowlesville,1081,17.91,42.8054,-78.4507,14037,9/8/20,0.0
4104,Depew,25714,9.15,42.89925,-78.70735,14043,9/8/20,1.8571428571428568
4105,Derby,6463,12.32,42.69266,-78.9934,14047,9/8/20,0.2857142857142857
4106,East Amherst,20690,16.19,43.0442,-78.695,14051,9/8/20,2.142857142857143
4107,East Aurora,17482,62.71,42.775,-78.5753,14052,9/8/20,1.1428571428571428
4108,East Concord,1312,29.7,42.5468,-78.5954,14055,9/8/20,0.14285714285714285
4109,Eden,7934,48.1,42.652283000000004,-78.89698,14057,9/8/20,0.0
4110,Elma,9381,26.72,42.8255,-78.62666,14059,9/8/20,0.2857142857142857
4111,Getzville,8374,3.8,43.0269,-78.762,14068,9/8/20,0.2857142857142857
4112,Glenwood,678,5.42,42.6057,-78.6191,14069,9/8/20,0.0
4113,Gowanda,7706,44.41,42.44377,-78.90769,14070,9/8/20,0.7142857142857143
4114,Grand Island,20809,33.26,43.0119,-78.9559,14072,9/8/20,2.7142857142857144
4115,Hamburg,43111,38.97,42.716,-78.82434,14075,9/8/20,1.8571428571428568
4116,Holland,4460,50.61,42.6405,-78.5435,14080,9/8/20,0.0
4117,Irving,3204,40.63,42.4617,-79.027,14081,9/8/20,0.0
4118,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,9/8/20,0.42857142857142855
4119,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,9/8/20,3.0
4120,Lawtons,1086,22.21,42.5386,-78.9061,14091,9/8/20,0.0
4121,Marilla,1244,4.86,42.8368,-78.5573,14102,9/8/20,0.0
4122,North Collins,3482,32.93,42.581,-78.8707,14111,9/8/20,0.5714285714285714
4123,Orchard Park,30810,40.39,42.7429,-78.7569,14127,9/8/20,2.4285714285714284
4124,Sardinia,139,2.42,42.5276,-78.5045,14134,9/8/20,0.0
4125,South Wales,2371,23.28,42.69757,-78.5433,14139,9/8/20,0.0
4126,Springville,7799,73.22,42.5329,-78.7157,14141,9/8/20,0.14285714285714285
4127,Strykersville,1405,26.97,42.7296,-78.41938,14145,9/8/20,0.0
4128,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,9/8/20,1.8571428571428568
4129,West Falls,2270,13.31,42.7087,-78.6647,14170,9/8/20,0.0
4130,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,9/8/20,1.5714285714285714
4131,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,9/8/20,1.5714285714285714
4132,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,9/8/20,0.42857142857142855
4133,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,9/8/20,2.4285714285714284
4134,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,9/8/20,1.1428571428571428
4135,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,9/8/20,3.0
4136,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,9/8/20,3.8571428571428568
4137,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,9/8/20,1.2857142857142858
4138,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,9/8/20,0.7142857142857143
4139,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,9/8/20,5.285714285714286
4140,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,9/8/20,1.5714285714285714
4141,West Side,26700,2.82,42.9166,-78.8919,14213,9/8/20,4.142857142857143
4142,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,9/8/20,13.714285714285715
4143,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,9/8/20,6.571428571428571
4144,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,9/8/20,3.2857142857142856
4145,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,9/8/20,2.571428571428572
4146,Lackawana,18590,8.07,42.8155,-78.8112,14218,9/8/20,2.8571428571428568
4147,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,9/8/20,0.7142857142857143
4148,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,9/8/20,1.0
4149,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,9/8/20,3.7142857142857135
4150,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,9/8/20,3.2857142857142856
4151,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,9/8/20,2.4285714285714284
4152,West Seneca,41070,20.19,42.83744,-78.7429,14224,9/8/20,3.2857142857142856
4153,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,9/8/20,1.5714285714285714
4154,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,9/8/20,4.714285714285714
4155,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,9/8/20,2.4285714285714284
4156,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,9/8/20,1.0
4157,UB North Campus (Amherst),1670,0.97,,,14260,9/8/20,0.7142857142857143
4158,Akron,9549,59.61,43.0414,-78.4963,14001,9/9/20,0.0
4159,Alden,12851,46.68,42.894667999999996,-78.4833,14004,9/9/20,0.42857142857142855
4160,Angola,10113,28.86,42.6361,-79.02794,14006,9/9/20,0.8571428571428571
4161,Basom,1923,41.17,43.0811,-78.4012,14013,9/9/20,0.0
4162,Boston,3060,23.54,42.6214,-78.7217,14025,9/9/20,0.14285714285714285
4163,Bowmansville,910,0.79,42.9441,-78.6867,14026,9/9/20,0.0
4164,Chaffee,1867,20.9,42.5737,-78.507,14030,9/9/20,0.0
4165,Clarence,10145,20.83,42.993,-78.607,14031,9/9/20,0.5714285714285714
4166,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,9/9/20,1.5714285714285714
4167,Colden,2396,19.96,42.6521,-78.6869,14033,9/9/20,0.14285714285714285
4168,Collins,1922,26.0,42.49089,-78.8573,14034,9/9/20,0.0
4169,Cowlesville,1081,17.91,42.8054,-78.4507,14037,9/9/20,0.0
4170,Depew,25714,9.15,42.89925,-78.70735,14043,9/9/20,1.7142857142857142
4171,Derby,6463,12.32,42.69266,-78.9934,14047,9/9/20,0.2857142857142857
4172,East Amherst,20690,16.19,43.0442,-78.695,14051,9/9/20,2.142857142857143
4173,East Aurora,17482,62.71,42.775,-78.5753,14052,9/9/20,1.1428571428571428
4174,East Concord,1312,29.7,42.5468,-78.5954,14055,9/9/20,0.14285714285714285
4175,Eden,7934,48.1,42.652283000000004,-78.89698,14057,9/9/20,-0.14285714285714285
4176,Elma,9381,26.72,42.8255,-78.62666,14059,9/9/20,0.2857142857142857
4177,Getzville,8374,3.8,43.0269,-78.762,14068,9/9/20,0.2857142857142857
4178,Glenwood,678,5.42,42.6057,-78.6191,14069,9/9/20,0.0
4179,Gowanda,7706,44.41,42.44377,-78.90769,14070,9/9/20,0.42857142857142855
4180,Grand Island,20809,33.26,43.0119,-78.9559,14072,9/9/20,2.571428571428572
4181,Hamburg,43111,38.97,42.716,-78.82434,14075,9/9/20,1.8571428571428568
4182,Holland,4460,50.61,42.6405,-78.5435,14080,9/9/20,0.0
4183,Irving,3204,40.63,42.4617,-79.027,14081,9/9/20,0.0
4184,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,9/9/20,0.42857142857142855
4185,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,9/9/20,3.1428571428571432
4186,Lawtons,1086,22.21,42.5386,-78.9061,14091,9/9/20,0.0
4187,Marilla,1244,4.86,42.8368,-78.5573,14102,9/9/20,0.0
4188,North Collins,3482,32.93,42.581,-78.8707,14111,9/9/20,0.5714285714285714
4189,Orchard Park,30810,40.39,42.7429,-78.7569,14127,9/9/20,2.0
4190,Sardinia,139,2.42,42.5276,-78.5045,14134,9/9/20,0.0
4191,South Wales,2371,23.28,42.69757,-78.5433,14139,9/9/20,0.0
4192,Springville,7799,73.22,42.5329,-78.7157,14141,9/9/20,0.14285714285714285
4193,Strykersville,1405,26.97,42.7296,-78.41938,14145,9/9/20,0.0
4194,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,9/9/20,2.0
4195,West Falls,2270,13.31,42.7087,-78.6647,14170,9/9/20,0.0
4196,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,9/9/20,1.7142857142857142
4197,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,9/9/20,1.4285714285714286
4198,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,9/9/20,0.42857142857142855
4199,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,9/9/20,2.2857142857142856
4200,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,9/9/20,0.8571428571428571
4201,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,9/9/20,3.0
4202,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,9/9/20,3.571428571428572
4203,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,9/9/20,1.2857142857142858
4204,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,9/9/20,0.7142857142857143
4205,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,9/9/20,4.428571428571429
4206,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,9/9/20,1.7142857142857142
4207,West Side,26700,2.82,42.9166,-78.8919,14213,9/9/20,2.8571428571428568
4208,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,9/9/20,16.0
4209,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,9/9/20,5.285714285714286
4210,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,9/9/20,2.571428571428572
4211,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,9/9/20,2.571428571428572
4212,Lackawana,18590,8.07,42.8155,-78.8112,14218,9/9/20,2.2857142857142856
4213,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,9/9/20,0.42857142857142855
4214,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,9/9/20,1.0
4215,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,9/9/20,3.1428571428571432
4216,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,9/9/20,3.1428571428571432
4217,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,9/9/20,2.0
4218,West Seneca,41070,20.19,42.83744,-78.7429,14224,9/9/20,2.142857142857143
4219,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,9/9/20,1.5714285714285714
4220,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,9/9/20,3.571428571428572
4221,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,9/9/20,2.0
4222,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,9/9/20,1.4285714285714286
4223,UB North Campus (Amherst),1670,0.97,,,14260,9/9/20,0.8571428571428571
4224,Akron,9549,59.61,43.0414,-78.4963,14001,9/13/20,0.0
4225,Alden,12851,46.68,42.894667999999996,-78.4833,14004,9/13/20,0.2857142857142857
4226,Angola,10113,28.86,42.6361,-79.02794,14006,9/13/20,0.7142857142857143
4227,Basom,1923,41.17,43.0811,-78.4012,14013,9/13/20,0.0
4228,Boston,3060,23.54,42.6214,-78.7217,14025,9/13/20,0.14285714285714285
4229,Bowmansville,910,0.79,42.9441,-78.6867,14026,9/13/20,0.0
4230,Chaffee,1867,20.9,42.5737,-78.507,14030,9/13/20,0.0
4231,Clarence,10145,20.83,42.993,-78.607,14031,9/13/20,0.42857142857142855
4232,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,9/13/20,1.2857142857142858
4233,Colden,2396,19.96,42.6521,-78.6869,14033,9/13/20,0.14285714285714285
4234,Collins,1922,26.0,42.49089,-78.8573,14034,9/13/20,0.0
4235,Cowlesville,1081,17.91,42.8054,-78.4507,14037,9/13/20,0.0
4236,Depew,25714,9.15,42.89925,-78.70735,14043,9/13/20,1.5714285714285714
4237,Derby,6463,12.32,42.69266,-78.9934,14047,9/13/20,0.14285714285714285
4238,East Amherst,20690,16.19,43.0442,-78.695,14051,9/13/20,1.5714285714285714
4239,East Aurora,17482,62.71,42.775,-78.5753,14052,9/13/20,0.8571428571428571
4240,East Concord,1312,29.7,42.5468,-78.5954,14055,9/13/20,0.14285714285714285
4241,Eden,7934,48.1,42.652283000000004,-78.89698,14057,9/13/20,-0.14285714285714285
4242,Elma,9381,26.72,42.8255,-78.62666,14059,9/13/20,0.2857142857142857
4243,Getzville,8374,3.8,43.0269,-78.762,14068,9/13/20,0.14285714285714285
4244,Glenwood,678,5.42,42.6057,-78.6191,14069,9/13/20,0.0
4245,Gowanda,7706,44.41,42.44377,-78.90769,14070,9/13/20,0.0
4246,Grand Island,20809,33.26,43.0119,-78.9559,14072,9/13/20,2.0
4247,Hamburg,43111,38.97,42.716,-78.82434,14075,9/13/20,1.1428571428571428
4248,Holland,4460,50.61,42.6405,-78.5435,14080,9/13/20,0.0
4249,Irving,3204,40.63,42.4617,-79.027,14081,9/13/20,0.0
4250,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,9/13/20,0.42857142857142855
4251,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,9/13/20,3.0
4252,Lawtons,1086,22.21,42.5386,-78.9061,14091,9/13/20,0.0
4253,Marilla,1244,4.86,42.8368,-78.5573,14102,9/13/20,0.0
4254,North Collins,3482,32.93,42.581,-78.8707,14111,9/13/20,0.42857142857142855
4255,Orchard Park,30810,40.39,42.7429,-78.7569,14127,9/13/20,1.4285714285714286
4256,Sardinia,139,2.42,42.5276,-78.5045,14134,9/13/20,0.0
4257,South Wales,2371,23.28,42.69757,-78.5433,14139,9/13/20,0.0
4258,Springville,7799,73.22,42.5329,-78.7157,14141,9/13/20,0.14285714285714285
4259,Strykersville,1405,26.97,42.7296,-78.41938,14145,9/13/20,0.0
4260,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,9/13/20,1.7142857142857142
4261,West Falls,2270,13.31,42.7087,-78.6647,14170,9/13/20,0.0
4262,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,9/13/20,1.5714285714285714
4263,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,9/13/20,1.4285714285714286
4264,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,9/13/20,0.2857142857142857
4265,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,9/13/20,1.8571428571428568
4266,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,9/13/20,0.5714285714285714
4267,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,9/13/20,2.0
4268,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,9/13/20,3.0
4269,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,9/13/20,0.7142857142857143
4270,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,9/13/20,0.7142857142857143
4271,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,9/13/20,3.8571428571428568
4272,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,9/13/20,1.1428571428571428
4273,West Side,26700,2.82,42.9166,-78.8919,14213,9/13/20,2.571428571428572
4274,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,9/13/20,13.857142857142858
4275,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,9/13/20,3.7142857142857135
4276,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,9/13/20,1.8571428571428568
4277,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,9/13/20,2.142857142857143
4278,Lackawana,18590,8.07,42.8155,-78.8112,14218,9/13/20,1.2857142857142858
4279,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,9/13/20,0.2857142857142857
4280,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,9/13/20,0.8571428571428571
4281,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,9/13/20,2.571428571428572
4282,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,9/13/20,2.8571428571428568
4283,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,9/13/20,1.7142857142857142
4284,West Seneca,41070,20.19,42.83744,-78.7429,14224,9/13/20,1.7142857142857142
4285,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,9/13/20,1.0
4286,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,9/13/20,2.7142857142857144
4287,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,9/13/20,1.2857142857142858
4288,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,9/13/20,1.4285714285714286
4289,UB North Campus (Amherst),1670,0.97,,,14260,9/13/20,0.8571428571428571
4290,Akron,9549,59.61,43.0414,-78.4963,14001,9/15/20,0.0
4291,Alden,12851,46.68,42.894667999999996,-78.4833,14004,9/15/20,0.2857142857142857
4292,Angola,10113,28.86,42.6361,-79.02794,14006,9/15/20,0.7142857142857143
4293,Basom,1923,41.17,43.0811,-78.4012,14013,9/15/20,0.0
4294,Boston,3060,23.54,42.6214,-78.7217,14025,9/15/20,0.42857142857142855
4295,Bowmansville,910,0.79,42.9441,-78.6867,14026,9/15/20,0.0
4296,Chaffee,1867,20.9,42.5737,-78.507,14030,9/15/20,0.0
4297,Clarence,10145,20.83,42.993,-78.607,14031,9/15/20,0.5714285714285714
4298,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,9/15/20,0.8571428571428571
4299,Colden,2396,19.96,42.6521,-78.6869,14033,9/15/20,0.14285714285714285
4300,Collins,1922,26.0,42.49089,-78.8573,14034,9/15/20,0.0
4301,Cowlesville,1081,17.91,42.8054,-78.4507,14037,9/15/20,0.0
4302,Depew,25714,9.15,42.89925,-78.70735,14043,9/15/20,1.7142857142857142
4303,Derby,6463,12.32,42.69266,-78.9934,14047,9/15/20,0.14285714285714285
4304,East Amherst,20690,16.19,43.0442,-78.695,14051,9/15/20,2.142857142857143
4305,East Aurora,17482,62.71,42.775,-78.5753,14052,9/15/20,1.0
4306,East Concord,1312,29.7,42.5468,-78.5954,14055,9/15/20,0.0
4307,Eden,7934,48.1,42.652283000000004,-78.89698,14057,9/15/20,0.14285714285714285
4308,Elma,9381,26.72,42.8255,-78.62666,14059,9/15/20,0.2857142857142857
4309,Getzville,8374,3.8,43.0269,-78.762,14068,9/15/20,0.2857142857142857
4310,Glenwood,678,5.42,42.6057,-78.6191,14069,9/15/20,0.0
4311,Gowanda,7706,44.41,42.44377,-78.90769,14070,9/15/20,0.0
4312,Grand Island,20809,33.26,43.0119,-78.9559,14072,9/15/20,0.7142857142857143
4313,Hamburg,43111,38.97,42.716,-78.82434,14075,9/15/20,2.8571428571428568
4314,Holland,4460,50.61,42.6405,-78.5435,14080,9/15/20,0.14285714285714285
4315,Irving,3204,40.63,42.4617,-79.027,14081,9/15/20,0.0
4316,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,9/15/20,0.5714285714285714
4317,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,9/15/20,3.2857142857142856
4318,Lawtons,1086,22.21,42.5386,-78.9061,14091,9/15/20,0.0
4319,Marilla,1244,4.86,42.8368,-78.5573,14102,9/15/20,0.0
4320,North Collins,3482,32.93,42.581,-78.8707,14111,9/15/20,0.42857142857142855
4321,Orchard Park,30810,40.39,42.7429,-78.7569,14127,9/15/20,2.2857142857142856
4322,Sardinia,139,2.42,42.5276,-78.5045,14134,9/15/20,0.0
4323,South Wales,2371,23.28,42.69757,-78.5433,14139,9/15/20,0.0
4324,Springville,7799,73.22,42.5329,-78.7157,14141,9/15/20,0.14285714285714285
4325,Strykersville,1405,26.97,42.7296,-78.41938,14145,9/15/20,0.0
4326,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,9/15/20,3.8571428571428568
4327,West Falls,2270,13.31,42.7087,-78.6647,14170,9/15/20,0.0
4328,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,9/15/20,1.4285714285714286
4329,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,9/15/20,1.5714285714285714
4330,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,9/15/20,0.14285714285714285
4331,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,9/15/20,2.0
4332,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,9/15/20,1.2857142857142858
4333,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,9/15/20,3.2857142857142856
4334,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,9/15/20,3.8571428571428568
4335,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,9/15/20,1.0
4336,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,9/15/20,1.4285714285714286
4337,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,9/15/20,2.7142857142857144
4338,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,9/15/20,1.2857142857142858
4339,West Side,26700,2.82,42.9166,-78.8919,14213,9/15/20,2.0
4340,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,9/15/20,14.285714285714285
4341,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,9/15/20,5.857142857142858
4342,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,9/15/20,2.8571428571428568
4343,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,9/15/20,2.8571428571428568
4344,Lackawana,18590,8.07,42.8155,-78.8112,14218,9/15/20,2.0
4345,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,9/15/20,1.0
4346,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,9/15/20,1.4285714285714286
4347,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,9/15/20,2.7142857142857144
4348,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,9/15/20,2.142857142857143
4349,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,9/15/20,2.0
4350,West Seneca,41070,20.19,42.83744,-78.7429,14224,9/15/20,3.571428571428572
4351,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,9/15/20,2.142857142857143
4352,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,9/15/20,3.4285714285714284
4353,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,9/15/20,2.0
4354,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,9/15/20,3.8571428571428568
4355,UB North Campus (Amherst),1670,0.97,,,14260,9/15/20,2.571428571428572
4356,Akron,9549,59.61,43.0414,-78.4963,14001,9/16/20,0.0
4357,Alden,12851,46.68,42.894667999999996,-78.4833,14004,9/16/20,0.2857142857142857
4358,Angola,10113,28.86,42.6361,-79.02794,14006,9/16/20,0.7142857142857143
4359,Basom,1923,41.17,43.0811,-78.4012,14013,9/16/20,0.0
4360,Boston,3060,23.54,42.6214,-78.7217,14025,9/16/20,0.42857142857142855
4361,Bowmansville,910,0.79,42.9441,-78.6867,14026,9/16/20,0.0
4362,Chaffee,1867,20.9,42.5737,-78.507,14030,9/16/20,0.0
4363,Clarence,10145,20.83,42.993,-78.607,14031,9/16/20,0.7142857142857143
4364,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,9/16/20,1.0
4365,Colden,2396,19.96,42.6521,-78.6869,14033,9/16/20,0.14285714285714285
4366,Collins,1922,26.0,42.49089,-78.8573,14034,9/16/20,0.0
4367,Cowlesville,1081,17.91,42.8054,-78.4507,14037,9/16/20,0.0
4368,Depew,25714,9.15,42.89925,-78.70735,14043,9/16/20,1.7142857142857142
4369,Derby,6463,12.32,42.69266,-78.9934,14047,9/16/20,0.14285714285714285
4370,East Amherst,20690,16.19,43.0442,-78.695,14051,9/16/20,2.2857142857142856
4371,East Aurora,17482,62.71,42.775,-78.5753,14052,9/16/20,1.0
4372,East Concord,1312,29.7,42.5468,-78.5954,14055,9/16/20,0.0
